index,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,cb_person_default_on_file,cb_person_cred_hist_length
18683,34,46000,MORTGAGE,5.0,VENTURE,A,10000,6.62,0,0,6
18684,31,40000,MORTGAGE,2.0,DEBTCONSOLIDATION,D,9500,16.77,1,0,10
18685,29,200000,RENT,4.0,PERSONAL,A,5000,7.43,0,0,10
18686,28,276000,RENT,1.0,PERSONAL,A,5000,6.62,0,0,10
18687,29,46000,MORTGAGE,3.0,VENTURE,B,6000,11.49,0,0,5
18688,28,30000,RENT,2.0,PERSONAL,A,5200,5.42,0,0,7
18689,28,46000,MORTGAGE,12.0,PERSONAL,A,6500,6.99,0,0,7
18690,31,39000,RENT,15.0,DEBTCONSOLIDATION,C,5200,13.48,0,0,9
18691,30,46000,OWN,14.0,PERSONAL,C,6000,12.68,0,0,6
18692,27,45000,RENT,0.0,DEBTCONSOLIDATION,C,5200,13.49,0,0,8
18693,28,39000,RENT,12.0,DEBTCONSOLIDATION,B,5250,11.49,0,0,8
18694,27,48000,RENT,8.0,MEDICAL,C,5250,15.27,0,1,6
18695,29,15600,RENT,4.0,PERSONAL,C,5275,14.72,1,1,8
18696,31,50000,RENT,0.0,EDUCATION,C,5275,12.53,0,0,6
18697,27,46000,OWN,0.0,EDUCATION,A,18000,6.17,0,0,5
18698,29,46000,MORTGAGE,3.0,HOMEIMPROVEMENT,C,7500,14.35,0,1,5
18699,29,46000,MORTGAGE,9.0,PERSONAL,A,4000,6.76,0,0,9
18700,32,36000,RENT,4.0,VENTURE,A,5300,8.9,0,0,6
18701,27,43218,RENT,11.0,VENTURE,C,5300,14.65,0,1,10
18702,31,46000,MORTGAGE,11.0,VENTURE,A,7000,7.88,0,0,6
18703,32,47500,RENT,2.0,MEDICAL,B,5300,11.49,0,0,8
18704,28,46000,MORTGAGE,3.0,EDUCATION,D,16750,14.96,0,0,6
18705,34,25000,RENT,0.0,VENTURE,B,5325,10.99,0,0,7
18706,28,15360,RENT,2.0,PERSONAL,B,5375,9.91,1,0,5
18707,29,18000,RENT,5.0,HOMEIMPROVEMENT,B,5375,12.69,1,0,9
18708,28,46000,MORTGAGE,2.0,PERSONAL,B,4000,11.48,0,0,5
18709,28,46000,MORTGAGE,12.0,EDUCATION,A,6000,8.0,0,0,7
18710,30,20000,RENT,14.0,MEDICAL,D,5400,14.61,0,1,7
18711,29,40000,OTHER,2.0,DEBTCONSOLIDATION,E,15000,16.63,1,1,10
18712,27,46028,MORTGAGE,8.0,DEBTCONSOLIDATION,B,18000,10.74,0,0,9
18713,30,29120,RENT,0.0,DEBTCONSOLIDATION,A,5400,7.14,0,0,10
18714,28,46097,MORTGAGE,12.0,DEBTCONSOLIDATION,B,6000,10.75,0,0,8
18715,29,46140,MORTGAGE,2.0,HOMEIMPROVEMENT,C,4800,14.72,0,1,6
18716,29,40000,RENT,4.0,VENTURE,A,5400,7.9,0,0,7
18717,32,40000,RENT,2.0,EDUCATION,B,5400,11.11,0,0,5
18718,29,44000,RENT,2.0,PERSONAL,D,5400,16.0,1,1,8
18719,34,50725,RENT,1.0,PERSONAL,C,5400,13.16,0,1,9
18720,27,54000,RENT,1.0,HOMEIMPROVEMENT,C,5400,14.27,0,0,6
18721,28,56461,RENT,5.0,EDUCATION,E,5400,15.68,0,1,6
18722,31,46300,MORTGAGE,16.0,PERSONAL,A,7500,7.88,0,0,6
18723,27,46300,MORTGAGE,3.0,DEBTCONSOLIDATION,C,11500,13.48,0,1,8
18724,29,46400,MORTGAGE,0.0,EDUCATION,A,12000,7.51,0,0,10
18725,29,63533,RENT,0.0,PERSONAL,A,5400,7.66,0,0,7
18726,31,46500,MORTGAGE,2.0,DEBTCONSOLIDATION,A,6250,5.79,0,0,10
18727,29,75000,RENT,0.0,PERSONAL,C,5400,14.79,0,0,5
18728,27,77200,RENT,0.0,DEBTCONSOLIDATION,B,5425,10.59,1,0,9
18729,30,46500,MORTGAGE,8.0,VENTURE,A,6000,7.88,0,0,8
18730,31,46500,MORTGAGE,7.0,PERSONAL,C,8000,13.04,0,1,6
18731,30,40525,MORTGAGE,8.0,HOMEIMPROVEMENT,C,4800,14.65,1,0,10
18732,30,25000,RENT,6.0,PERSONAL,C,5475,12.68,0,0,6
18733,35,46654,MORTGAGE,19.0,EDUCATION,B,17000,11.83,0,0,10
18734,27,15085,RENT,2.0,VENTURE,A,5500,5.99,1,0,8
18735,32,46700,MORTGAGE,16.0,HOMEIMPROVEMENT,A,11325,7.51,0,0,10
18736,27,46713,MORTGAGE,3.0,VENTURE,C,12375,10.91,0,0,6
18737,34,19200,RENT,1.0,PERSONAL,C,5500,15.23,1,1,8
18738,35,20000,RENT,1.0,EDUCATION,B,5500,12.69,0,0,7
18739,27,20000,RENT,0.0,EDUCATION,B,5500,12.69,0,0,5
18740,27,46800,MORTGAGE,5.0,HOMEIMPROVEMENT,B,6000,9.99,0,0,7
18741,27,20400,RENT,3.0,MEDICAL,A,5500,6.91,0,0,7
18742,27,40800,MORTGAGE,3.0,DEBTCONSOLIDATION,A,2000,7.29,1,0,5
18743,34,46800,MORTGAGE,1.0,HOMEIMPROVEMENT,B,5525,11.11,0,0,6
18744,27,46800,MORTGAGE,3.0,VENTURE,C,6500,12.87,0,0,6
18745,28,24000,RENT,5.0,PERSONAL,B,5500,10.36,0,0,7
18746,30,24000,RENT,5.0,MEDICAL,C,5500,13.23,0,1,8
18747,32,25000,RENT,12.0,VENTURE,B,5500,11.11,0,0,10
18748,29,46873,MORTGAGE,9.0,PERSONAL,A,11200,7.14,0,0,6
18749,33,25200,RENT,0.0,MEDICAL,B,5500,9.88,0,0,7
18750,28,47000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,9000,12.42,0,0,8
18751,28,28089,RENT,0.0,PERSONAL,C,5500,12.22,0,1,5
18752,31,47000,MORTGAGE,6.0,MEDICAL,C,20000,13.49,0,0,5
18753,31,30000,RENT,0.0,HOMEIMPROVEMENT,D,5500,15.21,1,1,7
18754,29,47000,MORTGAGE,8.0,EDUCATION,B,8000,12.42,0,0,9
18755,28,32000,RENT,0.0,DEBTCONSOLIDATION,C,5500,15.96,0,1,8
18756,29,41000,MORTGAGE,0.0,MEDICAL,A,3800,7.51,1,0,9
18757,32,47000,OWN,8.0,VENTURE,A,6000,8.9,0,0,5
18758,27,47000,MORTGAGE,11.0,EDUCATION,A,2650,7.49,0,0,9
18759,32,35000,RENT,2.0,PERSONAL,B,5500,11.49,0,0,7
18760,34,47000,OWN,8.0,VENTURE,B,14000,9.99,0,0,9
18761,27,47000,MORTGAGE,2.0,MEDICAL,A,6000,6.99,0,0,5
18762,30,40000,RENT,14.0,VENTURE,A,5500,6.62,0,0,8
18763,30,40000,RENT,1.0,PERSONAL,A,5500,7.74,0,0,6
18764,34,42000,RENT,5.0,DEBTCONSOLIDATION,A,5500,7.66,0,0,7
18765,33,42230,RENT,1.0,MEDICAL,A,5500,9.63,0,0,10
18766,28,47000,OWN,5.0,DEBTCONSOLIDATION,D,13000,14.54,0,0,9
18767,35,42300,RENT,3.0,PERSONAL,C,5500,13.06,0,0,8
18768,30,42312,RENT,1.0,EDUCATION,A,5500,8.59,0,0,6
18769,27,44196,RENT,2.0,DEBTCONSOLIDATION,C,5500,13.8,0,0,10
18770,35,45000,RENT,3.0,MEDICAL,A,5500,6.92,0,0,6
18771,31,47000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,5000,10.38,0,0,6
18772,29,51504,RENT,0.0,MEDICAL,B,5500,11.89,0,0,9
18773,28,46000,RENT,6.0,MEDICAL,B,5500,11.11,1,0,10
18774,28,53000,RENT,11.0,HOMEIMPROVEMENT,C,5500,11.03,0,0,9
18775,31,54000,RENT,2.0,DEBTCONSOLIDATION,C,5500,13.23,0,0,9
18776,27,50000,RENT,11.0,HOMEIMPROVEMENT,C,5500,12.73,1,0,7
18777,30,60000,RENT,11.0,DEBTCONSOLIDATION,A,5500,7.51,0,0,10
18778,29,60000,RENT,4.0,HOMEIMPROVEMENT,B,5500,10.74,0,0,6
18779,31,41000,MORTGAGE,6.0,MEDICAL,C,3200,13.16,1,0,6
18780,29,47000,MORTGAGE,1.0,DEBTCONSOLIDATION,B,5000,9.76,0,0,10
18781,31,47000,MORTGAGE,0.0,MEDICAL,C,10000,11.03,0,1,7
18782,31,70000,RENT,4.0,EDUCATION,A,5500,7.68,0,0,10
18783,30,73000,RENT,15.0,DEBTCONSOLIDATION,B,5500,9.99,0,0,9
18784,28,105000,RENT,5.0,DEBTCONSOLIDATION,C,5500,15.23,0,0,7
18785,27,144000,RENT,8.0,HOMEIMPROVEMENT,F,5500,19.13,0,1,5
18786,28,39996,RENT,10.0,EDUCATION,D,5525,14.54,0,0,10
18787,28,56004,RENT,12.0,MEDICAL,C,5525,12.68,0,0,9
18788,34,47125,MORTGAGE,12.0,VENTURE,B,3200,10.99,0,0,8
18789,27,47232,OWN,10.0,MEDICAL,A,8000,5.42,0,0,9
18790,29,12000,RENT,0.0,PERSONAL,B,5600,12.18,1,0,10
18791,34,47300,MORTGAGE,3.0,MEDICAL,A,12000,7.88,0,0,8
18792,27,47380,MORTGAGE,11.0,HOMEIMPROVEMENT,C,15000,13.79,0,1,9
18793,28,24000,RENT,4.0,PERSONAL,C,5600,12.68,0,1,5
18794,27,25000,RENT,1.0,EDUCATION,A,5600,7.9,0,0,8
18795,29,47500,MORTGAGE,14.0,VENTURE,A,3500,8.9,0,0,9
18796,27,30000,RENT,0.0,MEDICAL,C,5600,13.49,0,0,10
18797,28,30000,RENT,3.0,DEBTCONSOLIDATION,D,5600,14.84,1,1,10
18798,31,30000,RENT,1.0,DEBTCONSOLIDATION,A,5600,7.74,0,0,7
18799,29,34444,RENT,5.0,EDUCATION,C,5600,13.49,0,1,7
18800,30,47600,MORTGAGE,6.0,EDUCATION,B,23800,12.42,0,0,9
18801,28,36000,RENT,8.0,PERSONAL,B,5600,11.11,0,0,5
18802,35,36000,RENT,1.0,VENTURE,C,5600,13.06,0,0,7
18803,28,47820,OWN,12.0,MEDICAL,A,6000,5.42,0,0,9
18804,27,34000,RENT,0.0,DEBTCONSOLIDATION,C,5600,15.96,1,1,10
18805,28,40000,RENT,0.0,MEDICAL,C,5600,13.49,0,0,8
18806,35,40000,RENT,0.0,MEDICAL,B,5600,9.76,0,0,6
18807,27,47900,OWN,1.0,VENTURE,C,7500,13.47,0,0,8
18808,33,36000,RENT,5.0,PERSONAL,B,5600,11.99,1,0,7
18809,32,43000,RENT,16.0,DEBTCONSOLIDATION,A,5600,7.51,0,0,7
18810,32,45000,RENT,0.0,EDUCATION,B,5600,11.36,0,0,10
18811,33,46000,RENT,13.0,PERSONAL,C,5600,15.27,0,0,9
18812,29,48000,RENT,9.0,DEBTCONSOLIDATION,C,5600,15.96,0,1,7
18813,33,48000,OWN,5.0,VENTURE,B,14400,12.42,0,0,10
18814,31,49000,RENT,6.0,MEDICAL,A,5600,6.03,0,0,6
18815,29,48000,OWN,0.0,VENTURE,C,6000,14.27,0,0,7
18816,27,48000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,4300,12.69,0,0,7
18817,29,48000,MORTGAGE,3.0,PERSONAL,C,17375,14.27,0,1,5
18818,28,52000,RENT,0.0,MEDICAL,C,5600,13.85,0,1,8
18819,29,48000,OWN,1.0,PERSONAL,E,15000,18.64,0,0,9
18820,29,52884,RENT,3.0,PERSONAL,B,5600,11.99,0,0,10
18821,30,48000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,9000,12.42,0,0,7
18822,28,56056,RENT,3.0,DEBTCONSOLIDATION,B,5600,10.37,0,0,6
18823,35,48000,MORTGAGE,7.0,EDUCATION,A,17000,6.03,0,0,8
18824,29,57995,RENT,8.0,MEDICAL,B,5600,10.37,0,0,6
18825,29,60000,RENT,0.0,DEBTCONSOLIDATION,B,5600,9.99,0,0,7
18826,33,48000,MORTGAGE,9.0,EDUCATION,A,7500,6.03,0,0,10
18827,34,63000,RENT,3.0,EDUCATION,B,5600,11.58,0,0,5
18828,33,48000,MORTGAGE,17.0,VENTURE,A,7000,6.62,0,0,8
18829,34,48000,MORTGAGE,3.0,PERSONAL,A,7500,6.62,0,0,7
18830,33,48000,MORTGAGE,7.0,MEDICAL,A,13800,8.9,0,0,6
18831,27,48000,OWN,3.0,VENTURE,B,24000,9.91,0,0,9
18832,29,69600,RENT,13.0,HOMEIMPROVEMENT,B,5600,11.99,0,0,6
18833,34,48000,MORTGAGE,9.0,VENTURE,C,5600,15.96,0,1,7
18834,29,70000,RENT,3.0,HOMEIMPROVEMENT,C,5600,14.27,0,1,6
18835,34,48000,MORTGAGE,7.0,VENTURE,B,8400,11.71,0,0,8
18836,30,75000,RENT,8.0,PERSONAL,D,5600,15.99,0,0,7
18837,31,75797,RENT,8.0,MEDICAL,C,5600,13.22,0,1,8
18838,27,48000,MORTGAGE,11.0,DEBTCONSOLIDATION,A,5650,5.42,0,0,8
18839,28,93600,RENT,1.0,HOMEIMPROVEMENT,B,5600,11.99,0,0,10
18840,33,48000,OWN,11.0,HOMEIMPROVEMENT,B,10000,9.99,0,0,8
18841,28,48000,MORTGAGE,4.0,PERSONAL,B,3000,11.99,0,0,10
18842,31,48000,OWN,0.0,HOMEIMPROVEMENT,B,1600,9.99,0,0,8
18843,28,75000,RENT,0.0,VENTURE,A,5625,6.91,0,0,5
18844,29,48000,MORTGAGE,13.0,PERSONAL,A,6625,8.49,0,0,9
18845,29,48000,MORTGAGE,13.0,VENTURE,A,7000,8.49,0,0,9
18846,29,48000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,5000,5.99,0,0,8
18847,31,99000,RENT,0.0,HOMEIMPROVEMENT,C,5675,13.23,0,1,8
18848,30,48000,MORTGAGE,4.0,PERSONAL,A,8500,7.49,0,0,8
18849,28,36000,RENT,1.0,MEDICAL,B,5700,10.39,0,0,5
18850,32,48000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,10650,10.59,0,0,9
18851,32,53000,RENT,0.0,DEBTCONSOLIDATION,B,5700,9.99,0,0,9
18852,27,48000,MORTGAGE,1.0,PERSONAL,C,6000,13.49,0,0,7
18853,31,95800,RENT,1.0,HOMEIMPROVEMENT,B,5750,9.45,0,0,10
18854,27,36996,RENT,4.0,PERSONAL,D,5775,14.91,0,0,7
18855,27,48000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,8000,10.59,0,0,9
18856,29,48000,MORTGAGE,3.0,EDUCATION,B,9000,11.99,0,0,5
18857,29,48000,MORTGAGE,8.0,VENTURE,A,4500,5.42,0,0,6
18858,27,32000,RENT,1.0,DEBTCONSOLIDATION,A,5800,7.49,0,0,5
18859,29,32400,RENT,11.0,HOMEIMPROVEMENT,A,5800,5.79,1,0,5
18860,27,36000,RENT,3.0,MEDICAL,B,5800,12.42,0,0,10
18861,32,42000,RENT,1.0,DEBTCONSOLIDATION,A,5800,9.32,0,0,10
18862,30,42000,MORTGAGE,14.0,MEDICAL,A,4500,7.49,1,0,7
18863,29,48000,OWN,6.0,HOMEIMPROVEMENT,C,8000,13.49,0,1,9
18864,31,73000,RENT,5.0,HOMEIMPROVEMENT,B,5800,10.37,0,0,6
18865,34,69000,RENT,0.0,VENTURE,D,5800,14.59,1,1,5
18866,29,42000,MORTGAGE,6.0,PERSONAL,B,6000,11.49,1,0,9
18867,31,62050,RENT,5.0,MEDICAL,D,5800,14.11,1,1,10
18868,27,48000,MORTGAGE,4.0,MEDICAL,A,5000,6.99,0,0,7
18869,28,30000,RENT,5.0,PERSONAL,B,5825,9.99,0,0,9
18870,28,48000,OWN,1.0,HOMEIMPROVEMENT,D,12000,14.54,0,0,10
18871,29,48000,OWN,1.0,PERSONAL,B,1850,10.74,0,0,7
18872,34,46000,RENT,1.0,PERSONAL,B,5850,11.12,0,0,8
18873,30,70000,RENT,0.0,MEDICAL,A,5850,5.79,0,0,5
18874,27,48000,OWN,3.0,EDUCATION,C,4500,13.8,0,0,8
18875,28,48000,MORTGAGE,1.0,EDUCATION,A,10000,6.92,0,0,8
18876,32,48000,OWN,5.0,EDUCATION,A,3000,5.79,0,0,7
18877,31,48000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,14400,7.29,0,0,5
18878,27,48000,MORTGAGE,5.0,MEDICAL,A,12000,7.66,0,0,10
18879,27,58000,RENT,5.0,DEBTCONSOLIDATION,A,5900,9.32,0,0,7
18880,29,48000,MORTGAGE,1.0,VENTURE,C,7000,12.68,0,1,6
18881,27,42000,RENT,6.0,PERSONAL,A,5950,5.99,0,0,5
18882,29,48000,MORTGAGE,13.0,MEDICAL,A,4975,5.79,0,0,7
18883,34,48000,MORTGAGE,5.0,VENTURE,B,3600,10.37,0,0,5
18884,33,612000,RENT,3.0,DEBTCONSOLIDATION,C,5950,12.73,0,1,9
18885,29,42000,MORTGAGE,6.0,EDUCATION,A,5500,7.66,1,0,10
18886,32,48000,OWN,4.0,EDUCATION,A,8000,5.79,0,0,7
18887,29,48000,OWN,3.0,PERSONAL,C,9600,12.23,0,1,8
18888,27,18000,RENT,0.0,DEBTCONSOLIDATION,A,6000,7.49,1,0,5
18889,27,18835,RENT,2.0,MEDICAL,D,6000,16.49,1,1,8
18890,32,48000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,5200,5.42,0,0,5
18891,29,42000,MORTGAGE,2.0,HOMEIMPROVEMENT,C,1200,12.98,1,0,10
18892,35,20000,RENT,4.0,EDUCATION,D,6000,15.99,0,0,5
18893,27,20000,RENT,1.0,VENTURE,C,6000,13.11,0,1,10
18894,28,20400,RENT,12.0,EDUCATION,A,6000,6.03,0,0,8
18895,29,48000,MORTGAGE,6.0,DEBTCONSOLIDATION,C,15000,13.98,0,0,10
18896,31,20800,RENT,0.0,DEBTCONSOLIDATION,C,6000,14.26,0,0,8
18897,29,21000,RENT,7.0,EDUCATION,B,6000,12.42,0,0,6
18898,34,48000,MORTGAGE,10.0,DEBTCONSOLIDATION,A,9000,7.14,0,0,6
18899,27,21600,RENT,0.0,HOMEIMPROVEMENT,D,6000,18.07,1,0,7
18900,29,48000,MORTGAGE,3.0,VENTURE,A,3250,6.76,0,0,7
18901,27,21600,RENT,9.0,PERSONAL,A,6000,7.88,0,0,9
18902,35,48000,OWN,6.0,HOMEIMPROVEMENT,C,4200,13.61,0,0,7
18903,33,22356,RENT,2.0,MEDICAL,A,6000,7.9,0,0,8
18904,29,22500,RENT,1.0,EDUCATION,B,6000,11.83,0,0,9
18905,34,48000,MORTGAGE,2.0,PERSONAL,A,10000,7.14,0,0,10
18906,31,48000,MORTGAGE,14.0,MEDICAL,A,6600,7.14,0,0,5
18907,27,23000,RENT,4.0,MEDICAL,A,6000,8.9,0,0,6
18908,31,48000,MORTGAGE,0.0,MEDICAL,A,7800,7.51,0,0,10
18909,31,24000,RENT,3.0,VENTURE,A,6000,8.49,0,0,9
18910,29,48000,MORTGAGE,13.0,HOMEIMPROVEMENT,B,20000,11.36,0,0,10
18911,31,48000,OWN,0.0,HOMEIMPROVEMENT,B,20000,10.62,0,0,7
18912,35,48000,MORTGAGE,6.0,MEDICAL,C,5000,13.48,0,1,10
18913,29,48000,MORTGAGE,5.0,EDUCATION,C,10000,12.73,0,1,7
18914,30,48000,OWN,3.0,HOMEIMPROVEMENT,C,1500,13.48,0,1,5
18915,35,24000,RENT,2.0,DEBTCONSOLIDATION,C,6000,12.87,0,0,7
18916,33,48000,MORTGAGE,1.0,PERSONAL,D,20000,16.07,0,0,10
18917,27,42000,MORTGAGE,4.0,PERSONAL,C,2850,13.48,1,0,7
18918,27,25200,RENT,3.0,MEDICAL,A,6000,7.9,0,0,5
18919,27,26000,RENT,6.0,PERSONAL,B,6000,10.75,0,0,10
18920,27,26004,RENT,7.0,VENTURE,A,6000,7.14,0,0,5
18921,35,26400,RENT,2.0,DEBTCONSOLIDATION,D,6000,16.29,1,1,8
18922,29,26880,RENT,0.0,HOMEIMPROVEMENT,D,6000,14.84,1,0,7
18923,32,27000,RENT,2.0,MEDICAL,C,6000,12.73,0,0,10
18924,31,27000,RENT,7.0,HOMEIMPROVEMENT,A,6000,8.94,1,0,6
18925,30,48000,MORTGAGE,9.0,EDUCATION,A,3000,7.4,0,0,7
18926,27,28000,RENT,3.0,VENTURE,C,6000,13.92,0,0,6
18927,30,28800,RENT,2.0,PERSONAL,C,6000,15.23,0,1,6
18928,27,29000,RENT,2.0,VENTURE,C,6000,15.27,0,1,6
18929,29,29004,RENT,8.0,EDUCATION,C,6000,12.87,0,0,5
18930,29,29496,RENT,5.0,VENTURE,A,6000,5.79,0,0,8
18931,27,30000,RENT,4.0,VENTURE,C,6000,14.65,0,1,9
18932,29,30000,RENT,7.0,PERSONAL,A,6000,8.9,0,0,10
18933,35,48000,MORTGAGE,8.0,HOMEIMPROVEMENT,C,2000,11.97,0,0,9
18934,33,48000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,7500,8.0,0,0,10
18935,29,48000,MORTGAGE,2.0,VENTURE,C,5000,11.97,0,1,5
18936,29,30000,RENT,1.0,HOMEIMPROVEMENT,E,6000,17.99,1,0,7
18937,31,30000,RENT,5.0,EDUCATION,A,6000,8.49,0,0,7
18938,27,30000,RENT,2.0,MEDICAL,A,6000,7.66,0,0,9
18939,28,30000,RENT,10.0,MEDICAL,B,6000,10.37,1,0,6
18940,35,30000,RENT,1.0,DEBTCONSOLIDATION,A,6000,6.54,0,0,6
18941,28,30000,RENT,2.0,DEBTCONSOLIDATION,B,6000,11.49,1,0,9
18942,31,30000,RENT,5.0,PERSONAL,C,6000,13.23,0,0,5
18943,31,42000,MORTGAGE,0.0,EDUCATION,D,21000,12.36,1,0,7
18944,27,48000,OWN,10.0,PERSONAL,A,6500,7.75,0,0,8
18945,33,30000,RENT,0.0,DEBTCONSOLIDATION,B,6000,10.51,0,0,10
18946,27,48100,MORTGAGE,1.0,VENTURE,B,20000,11.89,0,0,10
18947,32,30000,RENT,5.0,VENTURE,D,6000,12.61,1,1,5
18948,28,30784,RENT,0.0,PERSONAL,A,6000,9.32,0,0,8
18949,27,42200,MORTGAGE,6.0,MEDICAL,D,10000,16.49,1,1,6
18950,28,31000,RENT,3.0,PERSONAL,D,6000,15.33,0,0,9
18951,32,48250,MORTGAGE,3.0,MEDICAL,B,8400,10.74,0,0,6
18952,29,31000,RENT,1.0,MEDICAL,C,6000,13.47,0,1,6
18953,27,31200,RENT,0.0,VENTURE,C,6000,13.49,0,1,7
18954,30,31200,RENT,5.0,MEDICAL,B,6000,9.91,0,0,8
18955,27,31200,RENT,0.0,MEDICAL,A,6000,9.63,0,0,8
18956,29,31200,RENT,2.0,PERSONAL,B,6000,11.46,1,0,10
18957,27,31500,RENT,10.0,EDUCATION,C,6000,12.84,1,0,9
18958,27,32000,RENT,11.0,EDUCATION,C,6000,14.27,0,0,8
18959,30,32000,RENT,0.0,MEDICAL,C,6000,12.99,0,0,9
18960,29,32000,RENT,13.0,EDUCATION,B,6000,12.18,0,0,10
18961,28,48528,MORTGAGE,12.0,EDUCATION,A,10000,6.99,0,0,9
18962,28,32004,RENT,5.0,VENTURE,C,6000,13.99,0,0,9
18963,28,33000,RENT,2.0,PERSONAL,A,6000,7.9,0,0,6
18964,27,48600,MORTGAGE,4.0,PERSONAL,D,10000,15.7,0,0,9
18965,29,33000,RENT,4.0,VENTURE,B,6000,9.99,0,0,6
18966,29,33000,RENT,0.0,EDUCATION,C,6000,15.23,0,0,6
18967,29,48712,MORTGAGE,13.0,VENTURE,A,11050,5.42,0,0,9
18968,27,33600,RENT,2.0,PERSONAL,D,6000,14.91,1,1,5
18969,30,33600,RENT,5.0,VENTURE,A,6000,6.91,0,0,7
18970,29,33864,RENT,2.0,VENTURE,D,6000,14.91,1,1,6
18971,29,33996,RENT,13.0,EDUCATION,D,6000,14.09,0,0,7
18972,27,33996,RENT,8.0,DEBTCONSOLIDATION,D,6000,15.31,1,1,5
18973,27,34000,RENT,3.0,MEDICAL,A,6000,8.9,0,0,9
18974,32,34000,RENT,7.0,VENTURE,C,6000,14.65,0,1,8
18975,27,34000,RENT,0.0,DEBTCONSOLIDATION,A,6000,6.99,0,0,6
18976,34,48989,OWN,10.0,EDUCATION,A,2400,7.14,0,0,5
18977,30,48996,MORTGAGE,5.0,MEDICAL,C,5000,15.23,0,1,5
18978,30,35000,RENT,8.0,MEDICAL,A,6000,7.9,0,0,9
18979,29,29000,RENT,0.0,MEDICAL,A,6000,8.49,1,0,8
18980,27,48996,MORTGAGE,0.0,HOMEIMPROVEMENT,B,5000,11.83,0,0,10
18981,27,35000,RENT,3.0,MEDICAL,A,6000,7.49,0,0,10
18982,27,35000,RENT,3.0,PERSONAL,B,6000,11.11,0,0,6
18983,30,29000,RENT,2.0,PERSONAL,D,6000,15.58,1,1,8
18984,27,35000,RENT,2.0,MEDICAL,A,6000,9.32,0,0,10
18985,28,35000,RENT,2.0,EDUCATION,B,6000,11.89,0,0,10
18986,31,35000,RENT,0.0,MEDICAL,C,6000,12.84,0,0,7
18987,35,43000,MORTGAGE,7.0,DEBTCONSOLIDATION,D,13200,16.77,1,1,9
18988,31,29004,RENT,4.0,HOMEIMPROVEMENT,B,6000,10.75,1,0,8
18989,27,49000,MORTGAGE,11.0,MEDICAL,B,8500,10.59,0,0,6
18990,28,49000,OWN,6.0,EDUCATION,B,19000,10.99,0,0,7
18991,31,49000,OWN,15.0,EDUCATION,C,14000,13.99,0,0,10
18992,30,49000,MORTGAGE,9.0,EDUCATION,A,11750,8.9,0,0,9
18993,30,49000,OWN,3.0,MEDICAL,A,3500,6.99,0,0,5
18994,31,36000,RENT,3.0,DEBTCONSOLIDATION,A,6000,8.9,0,0,9
18995,33,30000,RENT,2.0,VENTURE,E,6000,19.42,1,0,10
18996,29,36000,RENT,4.0,EDUCATION,A,6000,5.99,0,0,6
18997,30,49000,MORTGAGE,14.0,PERSONAL,D,8500,16.32,0,1,9
18998,28,49000,MORTGAGE,4.0,MEDICAL,A,7000,7.51,0,0,8
18999,28,49000,MORTGAGE,5.0,MEDICAL,B,4750,10.25,0,0,8
19000,30,49000,OWN,7.0,PERSONAL,B,8500,12.18,0,0,8
19001,33,36000,RENT,1.0,MEDICAL,C,6000,13.22,0,1,8
19002,30,49200,MORTGAGE,12.0,EDUCATION,A,15025,6.03,0,0,8
19003,27,49200,MORTGAGE,4.0,MEDICAL,A,2500,5.42,0,0,10
19004,27,49200,MORTGAGE,11.0,MEDICAL,A,9600,5.42,0,0,6
19005,32,49200,MORTGAGE,5.0,HOMEIMPROVEMENT,A,5000,7.74,0,0,10
19006,35,36500,RENT,0.0,MEDICAL,C,6000,13.61,0,0,6
19007,32,37000,RENT,4.0,MEDICAL,B,6000,10.36,0,0,6
19008,27,49304,MORTGAGE,2.0,MEDICAL,C,10000,11.78,0,0,9
19009,29,49349,MORTGAGE,13.0,DEBTCONSOLIDATION,B,4000,11.49,0,0,5
19010,27,31200,RENT,2.0,PERSONAL,A,6000,6.62,1,0,10
19011,31,49500,MORTGAGE,3.0,DEBTCONSOLIDATION,B,10000,10.75,0,0,6
19012,27,49536,OWN,11.0,MEDICAL,B,12000,10.38,0,0,10
19013,29,32004,RENT,1.0,HOMEIMPROVEMENT,D,6000,15.7,1,0,9
19014,30,43580,MORTGAGE,5.0,PERSONAL,B,6000,12.21,1,0,7
19015,30,49641,MORTGAGE,9.0,PERSONAL,C,8400,13.11,0,1,6
19016,33,49700,MORTGAGE,0.0,PERSONAL,A,12000,6.92,0,0,9
19017,35,43772,MORTGAGE,11.0,MEDICAL,A,15000,7.51,1,0,6
19018,28,39000,RENT,0.0,PERSONAL,A,6000,8.63,0,0,7
19019,35,49800,MORTGAGE,3.0,PERSONAL,A,6000,7.14,0,0,6
